Year,Month,Day,Eel_count,Season,Region,Invasion_Year,Years_Since_Invasion,Invasion_Status,Site and Plot,Site,Mass_g,TL_mm,AMPHOP,ANAJUN,APHPAC,BELSPP,BRAGRA,CELSPP,CHASPP,CICSPP,CICURO,COENAG,COLEOL,CORING,CYBSPP,DETRIT,DOLICH,DYTCEL,DYTSPP,EGG,ELAEVE,ENNGLO,ERYSIM,ERYSPP,FUNCHR,GAMHOL,HAISPP,HEMLET,HETFOR,HYDSPP,JORFLO,LIBSPP,LUCGOO,MACBAL,MONALB,NEOUNI,ODONAT,PACLON,PALPAL,PELBAL,PELFEM,PELSPP,PHIFLO,PLASPP,PROFAL,RANATP,STRATI,TABANI,UNIDEN,UNIFIS,UNIINV,VEGET,AMPHOP_mass,ANAJUN_mass,APHPAC_mass,BELSPP_mass,BRAGRA_mass,CELSPP_mass,CHASPP_mass,CICSPP_mass,CICURO_mass,COENAG_mass,COLEOL_mass,CORING_mass,CYBSPP_mass,DETRIT_mass,DOLICH_mass,DYTCEL_mass,DYTSPP_mass,EGG_mass,ELAEVE_mass,ENNGLO_mass,ERYSIM_mass,ERYSPP_mass,FUNCHR_mass,GAMHOL_mass,HAISPP_mass,HEMLET_mass,HETFOR_mass,HYDSPP_mass,JORFLO_mass,LIBSPP_mass,LUCGOO_mass,MACBAL_mass,MONALB_mass,NEOUNI_mass,ODONAT_mass,PACLON_mass,PALPAL_mass,PELBAL_mass,PELFEM_mass,PELSPP_mass,PHIFLO_mass,PLASPP_mass,PROFAL_mass,RANATP_mass,STRATI_mass,TABANI_mass,UNIDEN_mass,UNIFIS_mass,UNIINV_mass,VEGET_mass,NOPREY,Comments
2016,8,31,276,3,PHD,2009,7,Established,A59A,A59,1.3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107,,,,,,,,,,,,,,,
2018,8,17,277,3,PHD,2009,9,Established,AH59A,A59,8.1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083,,,,,,,,,,,,,,,,,
2016,8,31,278,3,PHD,2009,7,Established,A59B,A59,53.3,396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047,,,,,,,,,,,,,
2016,8,31,279,3,PHD,2009,7,Established,A59B,A59,8.5,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,8,31,280,3,PHD,2009,7,Established,A59B,A59,9.8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,,,,,,,,,,,,,,,
2016,8,31,281,3,PHD,2009,7,Established,A59B,A59,12.6,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,8,31,282,3,PHD,2009,7,Established,A59B,A59,8.9,240,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,2,283,3,TSL,2013,3,Colonizing,TSB,TS,34.5,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138,,0.0122,,,,,,,,,,,,,,,
2016,8,31,284,3,PHD,2011,5,Established,A62 ,A62,168.7,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,,,,,,,,,,,,,,,,,,
2016,8,31,285,3,PHD,2011,5,Established,A62 ,A62,10.3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,8,31,286,3,PHD,2011,5,Established,A62 ,A62,6.8,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,8,31,287,3,PHD,2011,5,Established,A62 ,A62,47.6,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068,,,,,,,,,,,,,,,,,
2018,8,15,288,3,TSL,2013,5,Established,CPA,CP,49.1,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1186,,,,
2016,9,2,289,3,TSL,2013,3,Colonizing,CPB,CP,1,239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000001586,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,0.0071,,,,
2016,9,2,290,3,TSL,2013,3,Colonizing,TSB,TS,403.5,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5563,,,,
2016,9,2,291,3,TSL,2013,3,Colonizing,TSB,TS,37.3,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0183,,,,,,0.0265,,,,,,,,,,,0.0033,,,,
2016,9,2,292,3,TSL,2013,3,Colonizing,TSB,TS,175.5,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097,,,
2016,9,2,293,3,TSL,2013,3,Colonizing,TSB,TS,77.2,415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0277,,,,,,,,,,,,,,,,,,0.007,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,2,294,3,TSL,2013,3,Colonizing,TSC,TS,15.6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,9,2,295,3,TSL,2013,3,Colonizing,TSC,TS,11.6,235,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001586,,,,,,,,,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,2,296,3,TSL,2013,3,Colonizing,TSC,TS,168.6,566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,2,297,3,TSL,2013,3,Colonizing,TSC,TS,5.8,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,9,1,298,3,PHD,2011,5,Established,A62B,A62,20.3,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0209,,0.026,,,,,,,,,,,,,,,
2016,9,1,299,3,PHD,2011,5,Established,A62B,A62,492.5,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,9,1,300,3,PHD,2011,5,Established,A62B,A62,182.3,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2016,9,1,301,3,PHD,2011,5,Established,A62B,A62,285.7,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NA,NA,NA,302,NA,NA,FALSE,#VALUE!,#VALUE!,NA,NA,9.1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,15,303,3,TSL,2013,5,Established,TSA,TS,151.6,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3951,,,,,,,,,,,,,,,,,,,
2018,8,15,304,3,TSL,2013,5,Established,TSA,TS,465.5,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,15,305,3,TSL,2013,5,Established,TSA,TS,106.9,474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215,,,,,,,,,,,,,,,,,
2018,8,15,306,3,TSL,2013,5,Established,TSA,TS,64.6,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,15,307,3,TSL,2013,5,Established,TSA,TS,199.3,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,15,308,3,TSL,2013,5,Established,TSA,TS,23.7,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071,,,,,,,,,,,,,,,
2018,8,15,309,3,TSL,2013,5,Established,TSA,TS,568.5,785,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0299,,,,,,,,,,,,,,,,,
2018,8,15,310,3,TSL,2013,5,Established,TSA,TS,6.6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0482,,,,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,,,,,SL=18.97 mm
2019,8,5,311,3,SRS,2018,1,Colonizing,BJB,6,38.2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228,,,,,
2019,8,9,312,3,PHD,2011,8,Established,A62C,A62,0.3,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,8,9,313,3,PHD,2011,8,Established,A62,A62,3.5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,8,9,314,3,PHD,2011,8,Established,A62,A62,27.6,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,0.0069,,,,,,,,,,,,,,,,
2019,8,9,315,3,PHD,2011,8,Established,A62,A62,31.7,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,8,6,316,3,WCA 3B,2017,2,Colonizing,7A,7,37.3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,,,,,,0.1472,,,,,,,,,"RL(SHRIMP)=6.84, RL=6.09,5.82, TW= 3.22"
2019,8,6,317,3,WCA 3B,2017,2,Colonizing,7A,7,173.3,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,8,9,318,3,PHD,2011,8,Established,A62B,A62,13.3,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,8,9,319,3,PHD,2011,8,Established,A62B,A62,11.1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2019,8,9,320,3,PHD,2011,8,Established,A62B,A62,5.1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065,,,,,,,,,,,,,,,,,
2019,8,9,321,3,PHD,2011,8,Established,A62A,A62,9.8,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,
2019,8,9,322,3,PHD,2011,8,Established,A62A,A62,43.6,406,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,
2018,8,16,323,3,PHD,2011,7,Established,A62C,A62,108.5,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,,,,,,,,,,,,,,,,,,,,HC=3.8 mm
2018,8,16,324,3,PHD,2011,7,Established,A62C,A62,249.9,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,16,325,3,PHD,2011,7,Established,A62C,A62,7.2,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,16,326,3,PHD,2011,7,Established,A62C,A62,157.7,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018,8,16,327,3,PHD,2011,7,Established,A62C,A62,37.8,356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.0151,,,,,,,,,,,,,,,,,,,,0.0043,,,,,,,0.0073,,,,,,,,,,,,,,,
2018,8,16,328,3,PHD,2011,7,Established,A62B,A62,40.9,402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0328,,,,,,,,,,,,,,,,,,0.0483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,16,329,3,PHD,2011,7,Established,A62B,A62,11.6,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000793,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,16,330,3,PHD,2011,7,Established,A62B,A62,211.2,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061,,,,,,,,,,,,,,,
2018,8,16,331,3,PHD,2011,7,Established,A62B,A62,22.4,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055,,,,
2018,8,16,332,3,PHD,2011,7,Established,A62B,A62,32.6,354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,15,333,3,TSL,2013,5,Established,TSB,TS,17.4,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078,,,,,,,,,,,,,,,,,,,,,,HC=3.18
2018,8,15,334,3,TSL,2013,5,Established,TSB,TS,378.7,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,,,,,,,,0.1692,,,,,0.00001,,,,
2018,8,16,335,3,TSL,2013,5,Established,TSC,TS,613.4,805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.0525,,,,
2018,8,16,336,3,TSL,2013,5,Established,TSC,TS,550.3,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0264,,,,,,,,,,,,,,,,,,,,,,,0.0142,,,,SL=17.46
2018,8,16,337,3,TSL,2013,5,Established,TSC,TS,3.9,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,18,338,3,TSL,2013,10,Established,CPB,CP,199.4,597,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,7,18,339,3,TSL,2012,11,Established,MDC,MD,8.5,456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448,,,,,,,,,,,,,,,,,
2023,7,18,340,3,TSL,2012,11,Established,MDC,MD,47.1,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332,,,,,,,,,,,,,,,,,
2023,7,18,341,3,TSL,2012,11,Established,MDC,MD,68.8,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0126,,,,,,,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,,
2023,7,18,342,3,TSL,2012,11,Established,MDC,MD,9.4,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
